iter	Passed	Remaining
206	404	1548
207	405	1545
208	407	1541
209	408	1538
210	410	1533
211	411	1529
212	412	1524
213	413	1519
214	414	1514
215	415	1509
216	417	1505
217	418	1500
218	419	1495
219	420	1490
220	421	1485
221	422	1481
222	424	1477
223	425	1473
224	426	1468
225	427	1464
226	428	1460
227	430	1456
228	431	1451
229	432	1447
230	433	1443
231	434	1438
232	435	1434
233	436	1430
234	437	1425
235	439	1422
236	440	1418
237	441	1413
238	442	1409
239	443	1405
240	444	1401
241	446	1397
242	447	1392
243	448	1388
244	449	1384
245	450	1380
246	451	1376
247	452	1372
248	454	1369
249	455	1365
250	456	1361
251	457	1357
252	459	1355
253	460	1351
254	461	1348
255	462	1344
256	463	1340
257	464	1337
258	466	1333
259	467	1330
260	468	1327
261	470	1324
262	471	1320
263	472	1316
264	473	1313
265	474	1309
266	475	1306
267	476	1302
268	477	1298
269	479	1295
270	480	1291
271	481	1288
272	482	1285
273	483	1281
274	484	1278
275	486	1275
276	487	1271
277	488	1268
278	489	1265
279	490	1261
280	491	1258
281	492	1255
282	494	1251
283	495	1248
284	496	1244
285	497	1242
286	498	1239
287	500	1236
288	501	1233
289	502	1229
290	503	1226
291	504	1223
292	505	1220
293	506	1216
294	507	1213
295	509	1210
296	510	1207
297	511	1204
298	512	1202
299	514	1200
300	515	1198
301	517	1195
302	518	1192
303	519	1189
304	520	1186
305	521	1183
306	523	1180
307	524	1177
308	525	1174
309	526	1171
310	527	1169
311	529	1167
312	530	1164
313	531	1161
314	532	1158
315	533	1155
316	535	1153
317	536	1150
318	537	1147
319	538	1144
320	539	1141
321	540	1138
322	542	1136
323	543	1133
324	544	1130
325	545	1127
326	546	1125
327	547	1122
328	549	1119
329	550	1116
330	551	1114
331	552	1111
332	553	1108
333	554	1105
334	556	1104
335	557	1101
336	558	1098
337	559	1095
338	560	1093
339	561	1090
340	562	1087
341	564	1085
342	565	1082
343	566	1079
344	567	1077
345	568	1074
346	569	1072
347	571	1070
348	572	1067
349	573	1064
350	574	1062
351	576	1060
352	577	1058
353	578	1055
354	579	1053
355	580	1050
356	581	1048
357	583	1046
358	584	1043
359	585	1041
360	586	1038
361	588	1036
362	589	1033
363	590	1031
364	591	1028
365	592	1026
366	593	1023
367	594	1021
368	595	1019
369	597	1016
370	598	1014
371	599	1012
372	600	1009
373	601	1007
374	602	1004
375	604	1002
376	605	999
377	606	997
378	607	995
379	608	993
380	609	990
381	610	988
382	611	985
383	613	983
384	614	981
385	615	979
386	616	977
387	618	974
388	619	972
389	620	970
390	621	967
391	622	965
392	623	963
393	624	961
394	626	958
395	627	956
396	628	954
397	629	952
398	630	950
399	632	948
400	633	945
401	634	943
402	635	941
403	636	939
404	637	937
405	638	934
406	640	932
407	641	930
408	642	927
409	643	925
410	644	923
411	645	921
412	646	919
413	648	917
414	649	915
415	650	912
416	651	910
417	652	908
418	653	906
419	654	904
420	655	902
421	657	900
422	658	897
423	659	895
424	660	893
425	661	891
426	662	889
427	663	887
428	665	885
429	666	883
430	667	881
431	668	879
432	669	876
433	670	874
434	671	872
435	673	870
436	674	868
437	675	866
438	676	864
439	677	862
440	678	860
441	679	858
442	680	856
443	682	854
444	683	852
445	684	850
446	685	847
447	686	845
448	687	843
449	688	842
450	690	840
451	691	837
452	692	835
453	693	833
454	694	831
455	695	829
456	696	827
457	698	826
458	699	824
459	700	822
460	701	820
461	702	818
462	703	816
463	704	814
464	706	812
465	707	810
466	708	808
467	709	806
468	710	804
469	711	802
470	712	800
471	713	798
472	715	796
473	716	794
474	717	792
475	718	790
476	719	789
477	720	787
478	721	785
479	723	783
480	724	781
481	725	779
482	726	777
483	727	775
484	728	773
485	729	771
486	730	769
487	732	768
488	733	766
489	735	765
490	736	763
491	737	761
492	739	760
493	741	759
494	743	758
495	745	757
496	748	757
497	750	756
498	752	755
499	754	754
500	756	753
501	758	752
502	761	752
503	765	753
504	768	753
505	770	752
506	772	750
507	773	749
508	775	747
509	776	746
510	778	744
511	779	743
512	781	742
513	783	741
514	785	739
515	787	738
516	790	738
517	793	738
518	795	737
519	797	736
520	800	735
521	804	736
522	806	735
523	810	736
524	813	735
525	821	740
526	825	741
527	828	740
528	830	739
529	832	737
530	833	736
531	835	735
532	837	733
533	839	732
534	840	730
535	841	728
536	844	727
537	845	726
538	847	725
539	849	723
540	851	722
541	855	722
542	858	722
543	860	721
544	863	720
545	867	721
546	870	720
547	871	719
548	874	718
549	876	716
550	878	716
551	880	714
552	882	713
553	884	712
554	886	710
555	888	709
556	889	707
557	890	705
558	892	703
559	893	702
560	895	700
561	896	698
562	898	697
563	900	695
564	901	694
565	902	692
566	904	690
567	906	689
568	908	688
569	910	686
570	911	685
571	913	683
572	915	682
573	916	680
574	918	678
575	919	676
576	920	674
577	921	673
578	923	671
579	925	670
580	927	669
581	930	668
582	932	666
583	934	665
584	936	664
585	937	662
586	939	660
587	940	658
588	941	657
589	942	655
590	944	653
591	945	651
592	947	650
593	948	648
594	949	646
595	951	644
596	952	643
597	953	641
598	955	639
599	956	637
600	957	635
601	959	634
602	960	632
603	962	630
604	963	629
605	964	627
606	966	625
607	967	623
608	968	621
609	969	620
610	971	618
611	972	616
612	974	615
613	975	613
614	977	611
615	978	610
616	980	608
617	981	606
618	983	605
619	986	604
620	989	604
621	991	602
622	993	601
623	994	599
624	996	598
625	997	596
626	999	594
627	1000	592
628	1001	590
629	1002	589
630	1004	587
631	1005	585
632	1006	583
633	1008	582
634	1009	580
635	1011	579
636	1013	577
637	1014	575
638	1016	573
639	1018	572
640	1019	571
641	1021	569
642	1022	567
643	1023	565
644	1024	564
645	1027	562
646	1028	561
647	1030	559
648	1032	558
649	1033	556
650	1034	554
651	1036	553
652	1037	551
653	1038	549
654	1039	547
655	1040	545
656	1041	543
657	1042	542
658	1044	540
659	1045	538
660	1047	537
661	1048	535
662	1049	533
663	1050	531
664	1051	529
665	1052	528
666	1054	526
667	1055	524
668	1056	522
669	1057	520
670	1058	519
671	1059	517
672	1061	515
673	1062	513
674	1063	511
675	1064	510
676	1065	508
677	1066	506
678	1068	504
679	1069	503
680	1070	501
681	1071	499
682	1072	497
683	1073	496
684	1074	494
685	1076	492
686	1077	490
687	1078	489
688	1079	487
689	1080	485
690	1082	483
691	1083	482
692	1084	480
693	1085	478
694	1086	476
695	1087	475
696	1089	473
697	1091	472
698	1093	470
699	1094	469
700	1095	467
701	1096	465
702	1097	463
703	1098	462
704	1100	460
705	1101	458
706	1102	456
707	1103	455
708	1104	453
709	1106	451
710	1107	450
711	1108	448
712	1109	446
713	1110	444
714	1112	443
715	1113	441
716	1114	439
717	1115	438
718	1116	436
719	1117	434
720	1118	432
721	1119	431
722	1121	429
723	1122	427
724	1123	426
725	1124	424
726	1125	422
727	1127	421
728	1128	419
729	1129	417
730	1130	415
731	1131	414
732	1132	412
733	1133	410
734	1135	409
735	1137	407
736	1138	406
737	1140	404
738	1141	403
739	1142	401
740	1143	399
741	1144	397
742	1145	396
743	1146	394
744	1148	392
745	1149	391
746	1150	389
747	1151	388
748	1153	386
749	1154	384
750	1155	383
751	1156	381
752	1157	379
753	1158	378
754	1159	376
755	1161	374
756	1162	373
757	1163	371
758	1164	369
759	1165	368
760	1167	366
761	1168	364
762	1169	363
763	1170	361
764	1171	359
765	1172	358
766	1173	356
767	1174	354
768	1175	353
769	1177	351
770	1178	349
771	1179	348
772	1180	346
773	1181	345
774	1182	343
775	1184	341
776	1185	340
777	1186	338
778	1187	336
779	1188	335
780	1189	333
781	1190	331
782	1191	330
783	1193	328
784	1194	327
785	1195	325
786	1196	323
787	1197	322
788	1199	320
789	1200	319
790	1201	317
791	1202	315
792	1203	314
793	1204	312
794	1205	310
795	1206	309
796	1208	307
797	1209	306
798	1210	304
799	1211	302
800	1213	301
801	1214	299
802	1215	298
803	1216	296
804	1217	294
805	1218	293
806	1220	291
807	1221	290
808	1222	288
809	1223	287
810	1224	285
811	1226	283
812	1227	282
813	1228	280
814	1229	279
815	1230	277
816	1231	275
817	1232	274
818	1234	272
819	1235	271
820	1236	269
821	1237	267
822	1239	266
823	1240	264
824	1241	263
825	1242	261
826	1243	260
827	1244	258
828	1246	257
829	1247	255
830	1248	253
831	1249	252
832	1250	250
833	1251	249
834	1252	247
835	1254	246
836	1255	244
837	1256	242
838	1257	241
839	1258	239
840	1260	238
841	1261	236
842	1263	235
843	1264	233
844	1265	232
845	1266	230
846	1267	229
847	1268	227
848	1270	225
849	1271	224
850	1272	222
851	1273	221
852	1274	219
853	1277	218
854	1279	216
855	1280	215
856	1281	213
857	1283	212
858	1284	210
859	1286	209
860	1287	207
861	1290	206
862	1291	205
863	1292	203
864	1294	201
865	1295	200
866	1296	198
867	1298	197
868	1299	195
869	1302	194
870	1303	193
871	1304	191
872	1305	189
873	1307	188
874	1308	186
875	1309	185
876	1310	183
877	1311	182
878	1313	180
879	1314	179
880	1315	177
881	1316	176
882	1317	174
883	1318	173
884	1320	171
885	1321	169
886	1322	168
887	1323	166
888	1324	165
889	1325	163
890	1327	162
891	1328	160
892	1329	159
893	1331	157
894	1332	156
895	1333	154
896	1334	153
897	1335	151
898	1337	150
899	1338	148
900	1339	147
901	1340	145
902	1342	144
903	1343	142
904	1344	141
905	1345	139
906	1346	138
907	1347	136
908	1349	135
909	1350	133
910	1351	132
911	1352	130
912	1353	128
913	1354	127
914	1356	126
915	1358	124
916	1359	123
917	1360	121
918	1361	119
919	1362	118
920	1363	116
921	1364	115
922	1365	113
923	1366	112
924	1368	110
925	1369	109
926	1370	107
927	1371	106
928	1372	104
929	1373	103
930	1375	101
931	1376	100
932	1377	98
933	1378	97
934	1379	95
935	1380	94
936	1381	92
937	1382	91
938	1384	89
939	1385	88
940	1386	86
941	1387	85
942	1388	83
943	1389	82
944	1391	80
945	1392	79
946	1393	77
947	1394	76
948	1395	74
949	1396	73
950	1397	72
951	1399	70
952	1400	69
953	1401	67
954	1402	66
955	1404	64
956	1405	63
957	1406	61
958	1407	60
959	1408	58
960	1409	57
961	1411	55
962	1412	54
963	1413	52
964	1414	51
965	1415	49
966	1417	48
967	1418	46
968	1419	45
969	1420	43
970	1421	42
971	1422	40
972	1423	39
973	1425	38
974	1426	36
975	1427	35
976	1428	33
977	1430	32
978	1431	30
979	1432	29
980	1433	27
981	1434	26
982	1435	24
983	1436	23
984	1438	21
985	1439	20
986	1440	18
987	1441	17
988	1442	16
989	1443	14
990	1445	13
991	1446	11
992	1447	10
993	1448	8
994	1449	7
995	1451	5
996	1452	4
997	1453	2
998	1454	1
999	1456	0
